 Mach Number             Cd Rocket - (Unpowered) Cd - Rocket (Powered)   Body Skin Friction      Nose Pressure Drag      Base Drag               Body Pressure Drag      Fin Pressure Drag       Interference Drag       Fin Skin Friction      
 0.00000000000000E+0000  5.69156127561772E-0001  5.52759567356501E-0001  3.68157595949524E-0001  0.00000000000000E+0000  1.30574903529424E-0002  2.94344937317668E-0002  2.48638173127547E-0005  5.79848213620500E-0002  1.00496862348176E-0001 
 3.00000000000000E-0002  5.31671827634733E-0001  5.14831757072283E-0001  3.49020910807173E-0001  0.00000000000000E+0000  1.34106822503768E-0002  2.79045004759804E-0002  2.49309734821210E-0005  5.49707934521297E-0002  8.63400096755907E-0002 
 6.00000000000000E-0002  4.93847573957513E-0001  4.76461231341414E-0001  3.27433261530624E-0001  0.00000000000000E+0000  1.38457089865521E-0002  2.61785506808245E-0002  2.54010500398454E-0005  5.15707386910733E-0002  7.47939130183988E-0002 
 9.00000000000000E-0002  4.72224894535598E-0001  4.54481699514874E-0001  3.14394984492806E-0001  0.00000000000000E+0000  1.41298903497452E-0002  2.51361300219409E-0002  2.66768254613662E-0005  4.95172100576169E-0002  6.90200027880275E-0002 
 1.20000000000000E-0001  4.57183216152283E-0001  4.39171250230431E-0001  3.05082311314410E-0001  0.00000000000000E+0000  1.43439275261231E-0002  2.43915743661259E-0002  2.91606152450952E-0005  4.80504640320195E-0002  6.52857782983600E-0002 
 1.50000000000000E-0001  4.45673519836189E-0001  4.27443695252006E-0001  2.97834005168255E-0001  0.00000000000000E+0000  1.45174204628167E-0002  2.38120665027212E-0002  3.32537385226452E-0005  4.69088558140001E-0002  6.25679181498735E-0002 
 1.80000000000000E-0001  4.36344399085121E-0001  4.17929714667208E-0001  2.91884276134843E-0001  0.00000000000000E+0000  1.46646346019621E-0002  2.33363809162592E-0002  3.93557733781092E-0005  4.59717734912377E-0002  6.04479781674407E-0002 
 2.10000000000000E-0001  4.28481952452895E-0001  4.09905362033174E-0001  2.86818558983136E-0001  0.00000000000000E+0000  1.47935693315781E-0002  2.29313727855312E-0002  4.78636039253224E-0005  4.51739230398439E-0002  5.87166647088801E-0002 
 2.40000000000000E-0001  4.21665097748671E-0001  4.02943347175868E-0001  2.82388073949445E-0001  0.00000000000000E+0000  1.49091684130179E-0002  2.25771519698055E-0002  5.91702640669115E-0005  4.44761216470376E-0002  5.72554115052973E-0002 
 2.70000000000000E-0001  4.15870778282460E-0001  3.97016506951253E-0001  2.78432390225390E-0001  0.00000000000000E+0000  1.50147020434113E-0002  2.22608918978647E-0002  7.36635851652271E-0005  4.38531014604989E-0002  5.62360290701305E-0002 
 3.00000000000000E-0001  4.10783925318153E-0001  3.91806916384553E-0001  2.74842402967229E-0001  0.00000000000000E+0000  1.51124448040350E-0002  2.19738695503428E-0002  9.17246575579814E-0005  4.32876784673385E-0002  5.54758048716503E-0002 
 3.30000000000000E-0001  4.06154943253341E-0001  3.87062915017214E-0001  2.71540819925386E-0001  0.00000000000000E+0000  1.52040410543662E-0002  2.17099053501763E-0002  1.13726118901690E-0004  4.27676791382483E-0002  5.48187716662624E-0002 
 3.60000000000000E-0001  4.01893506549356E-0001  3.82692638222671E-0001  2.68471087646284E-0001  0.00000000000000E+0000  1.52907164554684E-0002  2.14644778035997E-0002  1.40030285659514E-0004  4.22841963042898E-0002  5.42429980540546E-0002 
 3.90000000000000E-0001  3.97932201544504E-0001  3.78627496365928E-0001  2.65590730864720E-0001  0.00000000000000E+0000  1.53734075001062E-0002  2.12341909792479E-0002  1.70987147586126E-0004  4.18305401111933E-0002  5.37323449416510E-0002 
 4.20000000000000E-0001  3.94219580712067E-0001  3.74815124825966E-0001  2.62867153470586E-0001  0.00000000000000E+0000  1.54528445213412E-0002  2.10164387920932E-0002  2.06932248703694E-0004  4.14015766716173E-0002  5.32746350077257E-0002 
 4.50000000000000E-0001  3.90715643353261E-0001  3.71214795334671E-0001  2.60274886483188E-0001  0.00000000000000E+0000  1.55296069229863E-0002  2.08091849767948E-0002  2.48184481897285E-0004  4.09932946211021E-0002  5.28604858672925E-0002 
 4.80000000000000E-0001  3.87388794364268E-0001  3.67794327119994E-0001  2.57793724535411E-0001  0.00000000000000E+0000  1.56041611051391E-0002  2.06108140981199E-0002  2.95043827758631E-0004  4.06025116143273E-0002  5.24825391835119E-0002 
 5.10000000000000E-0001  3.84213738102726E-0001  3.64527947179384E-0001  2.55407428394507E-0001  0.00000000000000E+0000  1.56768872161945E-0002  2.04200278164450E-0002  3.47789071537422E-0004  4.02266699721348E-0002  5.21349356319078E-0002 
 5.40000000000000E-0001  3.81169983304782E-0001  3.61394770945384E-0001  2.53102799635147E-0001  0.00000000000000E+0000  1.57480984656299E-0002  2.02357709071275E-0002  4.06675534875868E-0004  3.98636909425356E-0002  5.18129478194663E-0002 
 5.70000000000000E-0001  3.78240758652161E-0001  3.58377699988175E-0001  2.50869006767854E-0001  0.00000000000000E+0000  1.58180553505095E-0002  2.00571773839358E-0002  4.71932861260931E-0004  3.95118685659370E-0002  5.15127177226638E-0002 
 6.00000000000000E-0001  3.75412211170160E-0001  3.55462607018526E-0001  2.48697085380728E-0001  0.00000000000000E+0000  1.58869763227071E-0002  1.98835305349814E-0002  5.43762895690407E-0004  3.91697909474646E-0002  5.12310650885881E-0002 
 6.30000000000000E-0001  3.71946656115991E-0001  3.51911575573483E-0001  2.46579561270064E-0001  0.00000000000000E+0000  1.59550459138456E-0002  1.97142327917108E-0002  6.22337699786706E-0004  3.88362809000351E-0002  5.02391975405488E-0002 
